video_time_s,main_2300_2700_hz,chirp_2880_3060_hz
3.933000,0.000512187,0.000053471
3.935000,0.000516709,0.000172390
3.937000,0.000348927,0.000321346
3.939000,0.000168695,0.000392125
3.941000,0.000326016,0.000306648
3.943000,0.000447791,0.000485960
3.945000,0.000712973,0.001198295
3.947000,0.002322428,0.001721037
3.949000,0.002226180,0.001615380
3.951000,0.000792310,0.001023716
